player_name,nationality,position,team,league,age,birth_year_str,matches_played,starts,minutes_played,ninety_minutes,goals,assists,goal_contributions,goals_non_penalty,penalties_scored,penalties_attempted,yellow_cards,red_cards,xg_total,npxg_total,xa_total,npxg_xa_total,progressive_carries,progressive_passes,progressive_receptions,season,goals_per_90,assists_per_90,xG_per_90,xA_per_90,npxG_per_90,birth_year,valuation_year,player_id,market_value_in_eur,date,market_value_millions,team_avg_age,team_goals,team_minutes,squad_size,team_xg,team_xa,team_goals_per_player,goal_share_pct,is_team_top_scorer,minutes_share_pct,is_regular_starter,league_clean,league_multiplier,age_value_multiplier,position_group,position_multiplier,season_year,market_inflation_factor,finishing_efficiency,playmaking_efficiency,xg_overperformance,minutes_per_match,starting_rate,xg_xa_per_90,fifa_overall,fifa_potential,fifa_potential_gap,fifa_matched,is_wonderkid,high_potential_youth,youth_potential_premium,elite_rating
Matteo Pessina,it ITA,MFFW,Atalanta,it Serie A,24.0,1997.0,27,18,1438,16.0,0.06,0.06,0.13,0.06,0.0,0.0,0.0,0.0,0.15,0.15,0.09,0.24,2.5,5.44,6.38,2021-22,0.004,0.004,0.009,0.006,0.009,1997.0,2021,332179.0,18000000.0,2021-12-28,18.0,25.93103448275862,3.96,37533,29,4.18,3.16,0.136551724137931,1.5151515151515151,0,3.8312951269549465,0,Other,0.75,1.0,MID,1.05,2021,0.92,0.4,0.6666666666666666,-0.09,53.25925925925926,0.6666666666666666,0.015,76.0,79.0,0.0,False,0,0,1.0,0
Andrea Petagna,it ITA,FW,Napoli,it Serie A,26.0,1995.0,24,4,586,6.5,0.46,0.15,0.62,0.46,0.0,0.0,0.15,0.0,0.25,0.25,0.26,0.51,2.31,1.69,5.85,2021-22,0.071,0.023,0.038,0.04,0.038,1995.0,2021,199258.0,13000000.0,2021-12-28,13.0,26.541666666666668,3.62,32915,24,2.95,2.08,0.1508333333333333,12.70718232044199,0,1.7803433085219504,0,Other,0.75,1.0,ATT,1.25,2021,0.92,1.84,0.5769230769230769,0.21,24.416666666666668,0.1666666666666666,0.078,76.0,79.0,0.0,False,0,0,1.0,0
Nils Petersen,de GER,FW,Freiburg,de Bundesliga,32.0,1988.0,22,3,580,6.4,0.78,0.16,0.94,0.78,0.0,0.0,0.0,0.0,0.39,0.39,0.08,0.47,0.63,1.41,4.69,2021-22,0.122,0.025,0.061,0.012,0.061,1988.0,2021,42936.0,1800000.0,2021-12-22,1.8,25.33333333333333,3.05,31875,24,2.63,1.98,0.1270833333333333,25.573770491803284,1,1.8196078431372549,0,Other,0.75,0.7,ATT,1.25,2021,0.92,2.0,2.0,0.39,26.363636363636363,0.1363636363636363,0.073,76.0,79.0,0.0,False,0,0,1.0,0
Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28.0,1993.0,15,15,1350,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1993.0,2021,188930.0,1000000.0,2021-12-16,1.0,25.607142857142858,1.93,37498,28,2.99,1.66,0.0689285714285714,0.0,0,3.600192010240546,0,Other,0.75,1.0,GK,0.75,2021,0.92,0.0,0.0,0.0,90.0,1.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Léo Pétrot,fr FRA,DF,Lorient,fr Ligue 1,24.0,1997.0,22,21,1815,20.2,0.05,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.03,0.3,2.18,0.2,2021-22,0.002,0.0,0.001,0.0,0.001,1997.0,2021,412829.0,800000.0,2021-12-16,0.8,25.142857142857142,2.49,35951,28,2.97,1.72,0.0889285714285714,2.0080321285140563,0,5.04853828822564,0,Other,0.75,1.0,DEF,0.9,2021,0.92,2.5,0.0,0.03,82.5,0.9545454545454546,0.001,76.0,79.0,0.0,False,0,0,1.0,0
Njegoš Petrović,rs SRB,MF,Granada,es La Liga,22.0,1999.0,15,10,918,10.2,0.0,0.1,0.1,0.0,0.0,0.0,0.49,0.0,0.07,0.07,0.01,0.08,0.29,3.24,1.37,2021-22,0.0,0.01,0.007,0.001,0.007,1999.0,2021,376588.0,2500000.0,2021-12-25,2.5,26.964285714285715,2.06,34238,28,2.52,1.89,0.0735714285714285,0.0,0,2.6812313803376364,0,Other,0.75,0.95,MID,1.05,2021,0.92,0.0,3.0,-0.07,61.2,0.6666666666666666,0.008,76.0,79.0,0.0,False,0,0,1.0,0
Jens Petter Hauge,no NOR,MFFW,Eint Frankfurt,de Bundesliga,21.0,1999.0,26,9,1040,11.6,0.17,0.17,0.34,0.17,0.0,0.0,0.34,0.0,0.17,0.17,0.07,0.24,1.81,3.02,6.72,2021-22,0.015,0.015,0.015,0.006,0.015,1999.0,2021,422355.0,9500000.0,2021-12-22,9.5,26.03846153846154,2.47,30782,26,2.85,1.81,0.095,6.882591093117409,0,3.3785978818790205,0,Other,0.75,0.95,MID,1.05,2021,0.92,1.0,2.4285714285714284,0.0,40.0,0.3461538461538461,0.0209999999999999,76.0,79.0,0.0,False,0,0,1.0,0
Alex Petxa,es ESP,DFMF,Athletic Club,es La Liga,24.0,1997.0,17,1,412,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.02,0.02,0.07,0.09,1.74,5.43,3.04,2021-22,0.0,0.0,0.004,0.015,0.004,1997.0,2021,527838.0,800000.0,2021-12-30,0.8,25.82608695652174,2.37,35198,23,3.61,1.77,0.1030434782608695,0.0,0,1.170521052332519,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.0,0.0,-0.02,24.235294117647054,0.0588235294117647,0.019,67.0,74.0,7.0,True,0,0,1.0,0
Germán Pezzella,ar ARG,DF,Betis,es La Liga,30.0,1991.0,23,22,1988,22.1,0.05,0.0,0.05,0.05,0.0,0.0,0.23,0.05,0.06,0.06,0.0,0.06,0.09,1.0,0.23,2021-22,0.002,0.0,0.003,0.0,0.003,1991.0,2021,113133.0,5000000.0,2021-12-30,5.0,27.88888888888889,3.76,36516,27,3.29,2.44,0.1392592592592592,1.3297872340425534,0,5.444188848723847,0,Other,0.75,0.88,DEF,0.9,2021,0.92,0.8333333333333334,0.0,-0.0099999999999999,86.43478260869566,0.9565217391304348,0.003,76.0,79.0,0.0,False,0,0,1.0,0
Giuseppe Pezzella,it ITA,DFMF,Atalanta,it Serie A,23.0,1997.0,21,10,1072,11.9,0.0,0.17,0.17,0.0,0.0,0.0,0.25,0.0,0.05,0.05,0.08,0.13,2.94,3.87,6.72,2021-22,0.0,0.014,0.004,0.007,0.004,1997.0,2021,336960.0,6000000.0,2021-12-28,6.0,25.93103448275862,3.96,37533,29,4.18,3.16,0.136551724137931,0.0,0,2.8561532518050785,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.0,2.125,-0.05,51.04761904761905,0.4761904761904761,0.011,76.0,79.0,0.0,False,0,0,1.0,0
Maximilian Philipp,de GER,MF,Wolfsburg,de Bundesliga,27.0,1994.0,22,12,963,10.7,0.09,0.37,0.47,0.09,0.0,0.0,0.19,0.0,0.11,0.11,0.09,0.21,1.03,2.99,6.07,2021-22,0.008,0.035,0.01,0.008,0.01,1994.0,2021,143891.0,7000000.0,2021-12-22,7.0,24.89655172413793,2.62,33619,29,5.0200000000000005,4.69,0.0903448275862069,3.435114503816793,0,2.8644516493649426,0,Other,0.75,1.0,MID,1.05,2021,0.92,0.8181818181818181,3.0,-0.02,43.77272727272727,0.5454545454545454,0.018,76.0,79.0,0.0,False,0,0,1.0,0
Romain Philippoteaux,fr FRA,MF,Brest,fr Ligue 1,33.0,1988.0,1,0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,6.67,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1988.0,2021,255220.0,600000.0,2021-12-27,0.6,25.52173913043478,2.5,36568,23,2.48,1.71,0.108695652173913,0.0,0,0.0656311529205863,0,Other,0.75,0.5,MID,1.05,2021,0.92,0.0,0.0,0.0,24.0,0.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Kalvin Phillips,eng ENG,MF,Leeds United,eng Premier League,25.0,1995.0,20,18,1596,17.7,0.0,0.06,0.06,0.0,0.0,0.0,0.23,0.0,0.04,0.04,0.04,0.08,0.34,5.25,0.79,2021-22,0.0,0.003,0.002,0.002,0.002,1995.0,2021,351749.0,40000000.0,2021-12-23,40.0,23.5,1.96,37454,28,2.79,1.59,0.0699999999999999,0.0,0,4.261227105249105,0,Other,0.75,1.0,MID,1.05,2021,0.92,0.0,1.5,-0.04,79.8,0.9,0.004,76.0,79.0,0.0,False,0,0,1.0,0
Jérôme Phojo,fr FRA,DF,Clermont Foot,fr Ligue 1,28.0,1993.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2021-22,0.0,0.0,0.0,0.0,0.0,1993.0,2021,170459.0,300000.0,2021-12-16,0.3,26.666666666666668,1.48,34682,24,2.42,2.04,0.0616666666666666,0.0,0,0.0173000403667608,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.0,0.0,0.0,6.0,0.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Krzysztof Piątek,pl POL,FW,Fiorentina,it Serie A,26.0,1995.0,14,9,733,8.1,0.37,0.0,0.37,0.37,0.0,0.12,0.0,0.0,0.44,0.35,0.11,0.46,0.86,1.73,4.07,2021-22,0.046,0.0,0.054,0.014,0.043,1995.0,2021,327757.0,10000000.0,2021-12-22,10.0,25.59259259259259,3.39,37433,27,3.85,2.53,0.1255555555555555,10.914454277286136,0,1.9581652552560576,0,Other,0.75,1.0,ATT,1.25,2021,0.92,0.8409090909090909,0.0,-0.07,52.35714285714285,0.6428571428571429,0.068,76.0,79.0,0.0,False,0,0,1.0,0
Krzysztof Piątek,pl POL,FW,Hertha BSC,de Bundesliga,26.0,1995.0,9,4,347,3.9,0.26,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,1.03,1.54,5.9,2021-22,0.067,0.0,0.118,0.0,0.118,1995.0,2021,327757.0,10000000.0,2021-12-22,10.0,24.93548387096774,3.16,33007,31,3.7,3.67,0.1019354838709677,8.227848101265822,0,1.051292150149968,0,Other,0.75,1.0,ATT,1.25,2021,0.92,0.5652173913043478,0.0,-0.2,38.55555555555556,0.4444444444444444,0.118,76.0,79.0,0.0,False,0,0,1.0,0
Pablo Piatti,ar ARG,MFFW,Elche,es La Liga,32.0,1989.0,10,3,312,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.17,1.14,0.57,6.0,2021-22,0.0,0.0,0.017,0.031,0.017,1989.0,2021,56067.0,1000000.0,2021-12-30,1.0,28.666666666666668,2.86,37324,27,2.66,1.91,0.1059259259259259,0.0,0,0.8359232665309184,0,Other,0.75,0.7,MID,1.05,2021,0.92,0.0,0.0,-0.06,31.2,0.3,0.048,76.0,79.0,0.0,False,0,0,1.0,0
Cristiano Piccini,it ITA,DF,Valencia,es La Liga,28.0,1992.0,6,3,322,3.6,0.28,0.0,0.28,0.28,0.0,0.0,0.28,0.0,0.06,0.06,0.03,0.06,1.39,3.89,2.78,2021-22,0.078,0.0,0.017,0.008,0.017,1992.0,2021,163086.0,1500000.0,2021-12-30,1.5,24.55555555555556,1.98,33397,27,2.09,1.44,0.0733333333333333,14.141414141414144,0,0.9641584573464682,0,Other,0.75,1.0,DEF,0.9,2021,0.92,3.0,0.0,0.22,53.66666666666666,0.5,0.025,76.0,79.0,0.0,False,0,0,1.0,0
Roberto Piccoli,it ITA,FW,Genoa,it Serie A,20.0,2001.0,5,2,218,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.04,0.13,0.42,0.0,6.25,2021-22,0.0,0.0,0.033,0.017,0.033,2001.0,2021,432092.0,4000000.0,2021-12-28,4.0,25.61111111111111,1.58,34418,36,2.98,2.39,0.0438888888888888,0.0,0,0.6333895054913127,0,Other,0.75,0.8,ATT,1.25,2021,0.92,0.0,0.0,-0.08,43.6,0.4,0.05,76.0,79.0,0.0,False,0,0,1.0,0
Roberto Piccoli,it ITA,FW,Atalanta,it Serie A,20.0,2001.0,12,1,196,2.2,0.45,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.36,0.36,0.14,0.5,0.91,0.45,6.82,2021-22,0.205,0.0,0.164,0.064,0.164,2001.0,2021,432092.0,4000000.0,2021-12-28,4.0,25.93103448275862,3.96,37533,29,4.18,3.16,0.136551724137931,11.363636363636363,0,0.5222071243971971,0,Other,0.75,0.8,ATT,1.25,2021,0.92,1.25,0.0,0.09,16.333333333333332,0.0833333333333333,0.228,76.0,79.0,0.0,False,0,0,1.0,0
Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27.0,1994.0,35,35,3150,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1994.0,2021,130164.0,25000000.0,2021-12-23,25.0,25.548387096774192,2.62,37481,31,2.66,1.56,0.084516129032258,0.0,0,8.404258157466451,0,Other,0.75,1.0,GK,0.75,2021,0.92,0.0,0.0,0.0,90.0,1.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Jérémy Pied,fr FRA,DFFW,Lille,fr Ligue 1,32.0,1989.0,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,40.0,2021-22,0.0,0.0,0.0,0.0,0.0,1989.0,2021,60583.0,900000.0,2021-12-16,0.9,24.75,2.74,35925,24,2.84,2.6100000000000003,0.1141666666666666,0.0,0,0.0361864996520528,0,Other,0.75,0.7,DEF,0.9,2021,0.92,0.0,0.0,0.0,6.5,0.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Amos Pieper,de GER,DF,Arminia,de Bundesliga,23.0,1998.0,27,27,2379,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.03,0.03,0.01,0.04,0.27,2.39,0.11,2021-22,0.0,0.0,0.001,0.0,0.001,1998.0,2021,334221.0,7000000.0,2021-12-22,7.0,24.91304347826087,1.56,31533,23,1.97,1.02,0.0678260869565217,0.0,0,7.544477214346874,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.0,0.0,-0.03,88.11111111111111,1.0,0.001,76.0,79.0,0.0,False,0,0,1.0,0
Ronaël Pierre-Gabriel,fr FRA,DF,Brest,fr Ligue 1,23.0,1998.0,30,29,2548,28.3,0.0,0.04,0.04,0.0,0.0,0.0,0.21,0.0,0.02,0.02,0.06,0.08,2.3,4.88,2.51,2021-22,0.0,0.001,0.001,0.002,0.001,1998.0,2021,410185.0,4000000.0,2021-12-16,4.0,25.52173913043478,2.5,36568,23,2.48,1.71,0.108695652173913,0.0,0,6.967840735068913,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.0,0.6666666666666667,-0.02,84.93333333333334,0.9666666666666668,0.003,76.0,79.0,0.0,False,0,0,1.0,0
Erik Pieters,nl NED,DF,Burnley,eng Premier League,32.0,1988.0,12,8,730,8.1,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.02,0.02,0.12,0.15,0.86,1.85,1.36,2021-22,0.0,0.015,0.002,0.015,0.002,1988.0,2021,43763.0,1000000.0,2021-12-23,1.0,28.956521739130437,1.91,37618,23,2.6,1.66,0.0830434782608695,0.0,0,1.940560370035621,0,Other,0.75,0.7,DEF,0.9,2021,0.92,0.0,1.0,-0.02,60.833333333333336,0.6666666666666666,0.017,76.0,79.0,0.0,False,0,0,1.0,0
Andrea Pinamonti,it ITA,FW,Empoli,it Serie A,22.0,1999.0,36,32,2869,31.9,0.41,0.06,0.47,0.28,0.13,0.13,0.13,0.0,0.4,0.3,0.09,0.39,1.13,1.6,7.3,2021-22,0.013,0.002,0.013,0.003,0.009,1999.0,2021,315865.0,16000000.0,2021-12-28,16.0,24.25,2.68,37480,28,3.43,1.83,0.0957142857142857,15.298507462686564,1,7.654749199573106,0,Other,0.75,0.95,ATT,1.25,2021,0.92,1.025,0.6666666666666666,0.0099999999999999,79.69444444444444,0.8888888888888888,0.016,76.0,79.0,0.0,False,0,0,1.0,0
Orbelín Pineda,mx MEX,MFFW,Celta Vigo,es La Liga,25.0,1996.0,7,0,99,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.55,0.91,10.9,3.64,2021-22,0.0,0.0,0.409,0.0,0.409,1996.0,2021,334042.0,9000000.0,2021-10-15,9.0,26.90909090909091,1.61,37566,22,2.37,1.26,0.0731818181818181,0.0,0,0.2635361763296598,0,Other,0.75,1.0,MID,1.05,2021,0.92,0.0,0.0,-0.45,14.142857142857142,0.0,0.409,76.0,79.0,0.0,False,0,0,1.0,0
Ethan Pinnock,jm JAM,DF,Brentford,eng Premier League,28.0,1993.0,32,32,2694,29.9,0.03,0.03,0.07,0.03,0.0,0.0,0.03,0.0,0.04,0.04,0.04,0.08,0.37,2.58,0.6,2021-22,0.001,0.001,0.001,0.001,0.001,1993.0,2021,442248.0,10000000.0,2021-12-23,10.0,24.185185185185187,2.06,36980,27,2.19,2.47,0.0762962962962962,1.4563106796116505,0,7.285018929150892,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.75,0.75,-0.01,84.1875,1.0,0.002,76.0,79.0,0.0,False,0,0,1.0,0
Yeremi Pino,es ESP,MFFW,Villarreal,es La Liga,18.0,2002.0,31,21,1678,18.6,0.32,0.22,0.54,0.32,0.0,0.0,0.11,0.0,0.3,0.3,0.19,0.48,2.31,2.04,8.82,2021-22,0.017,0.012,0.016,0.01,0.016,2002.0,2021,568157.0,30000000.0,2021-12-30,30.0,27.22222222222222,3.79,37603,27,4.87,4.44,0.1403703703703703,8.443271767810026,0,4.462409914102598,0,Other,0.75,0.6,MID,1.05,2021,0.92,1.0666666666666669,1.1578947368421053,0.02,54.12903225806452,0.6774193548387096,0.026,76.0,79.0,0.0,False,0,0,1.0,0
Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31.0,1990.0,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1990.0,2021,75411.0,400000.0,2021-12-28,0.4,25.65625,3.24,37609,32,5.38,2.61,0.1012499999999999,0.0,0,0.1196522109069637,0,Other,0.75,0.7,GK,0.75,2021,0.92,0.0,0.0,0.0,45.0,0.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Gerard Piqué,es ESP,DF,Barcelona,es La Liga,34.0,1987.0,27,25,2092,23.2,0.04,0.0,0.04,0.04,0.0,0.0,0.43,0.04,0.07,0.07,0.02,0.09,1.08,5.69,0.17,2021-22,0.002,0.0,0.003,0.001,0.003,1987.0,2021,18944.0,5000000.0,2021-12-30,5.0,25.09090909090909,6.5600000000000005,34814,33,5.5,3.54,0.1987878787878788,0.6097560975609756,0,6.009076808180617,0,Other,0.75,0.5,DEF,0.9,2021,0.92,0.5714285714285714,0.0,-0.03,77.48148148148148,0.925925925925926,0.004,76.0,79.0,0.0,False,0,0,1.0,0
Marko Pjaca,hr CRO,MF,Torino,it Serie A,26.0,1995.0,24,13,1149,12.8,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.16,0.16,0.09,0.25,3.05,3.59,7.97,2021-22,0.018,0.0,0.012,0.007,0.012,1995.0,2021,205940.0,4000000.0,2021-12-28,4.0,25.133333333333333,4.29,34656,30,4.38,2.12,0.143,5.361305361305361,0,3.3154432132964,0,Other,0.75,1.0,MID,1.05,2021,0.92,1.4375,0.0,0.07,47.875,0.5416666666666666,0.019,76.0,79.0,0.0,False,0,0,1.0,0
Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,29.0,1992.0,21,19,1637,18.2,0.0,0.16,0.16,0.0,0.0,0.0,0.16,0.0,0.03,0.03,0.24,0.26,1.76,3.02,2.03,2021-22,0.0,0.009,0.002,0.013,0.002,1992.0,2021,89592.0,3500000.0,2021-12-22,3.5,24.93548387096774,3.16,33007,31,3.7,3.67,0.1019354838709677,0.0,0,4.959554033992789,0,Other,0.75,0.88,DEF,0.9,2021,0.92,0.0,0.6666666666666667,-0.03,77.95238095238095,0.9047619047619048,0.015,76.0,79.0,0.0,False,0,0,1.0,0
Alassane Pléa,fr FRA,MFFW,M'Gladbach,de Bundesliga,28.0,1993.0,33,24,2070,23.0,0.43,0.26,0.7,0.3,0.13,0.13,0.17,0.0,0.35,0.25,0.32,0.57,2.26,5.78,6.13,2021-22,0.019,0.011,0.015,0.014,0.011,1993.0,2021,167329.0,15000000.0,2021-12-22,15.0,25.44,2.49,31450,25,3.2,2.22,0.0996,17.26907630522088,1,6.5818759936407,0,Other,0.75,1.0,MID,1.05,2021,0.92,1.2285714285714286,0.8125,0.08,62.72727272727273,0.7272727272727273,0.0289999999999999,76.0,79.0,0.0,False,0,0,1.0,0
Tommaso Pobega,it ITA,MF,Torino,it Serie A,22.0,1999.0,33,24,2240,24.9,0.16,0.08,0.24,0.16,0.0,0.0,0.44,0.0,0.13,0.13,0.08,0.21,1.33,5.14,2.49,2021-22,0.006,0.003,0.005,0.003,0.005,1999.0,2021,392538.0,14000000.0,2021-12-28,14.0,25.133333333333333,4.29,34656,30,4.38,2.12,0.143,3.7296037296037294,0,6.463527239150507,0,Other,0.75,0.95,MID,1.05,2021,0.92,1.2307692307692308,1.0,0.03,67.87878787878788,0.7272727272727273,0.008,76.0,79.0,0.0,False,0,0,1.0,0
Daniel Podence,pt POR,FWMF,Wolves,eng Premier League,25.0,1995.0,26,15,1484,16.5,0.12,0.18,0.3,0.12,0.0,0.0,0.12,0.0,0.12,0.12,0.24,0.36,3.82,4.55,6.18,2021-22,0.007,0.011,0.007,0.015,0.007,1995.0,2021,256977.0,22000000.0,2021-12-23,22.0,25.36842105263158,1.12,28851,19,2.88,1.52,0.0589473684210526,10.714285714285712,0,5.143669196908253,0,Other,0.75,1.0,MID,1.05,2021,0.92,1.0,0.75,0.0,57.07692307692308,0.5769230769230769,0.022,78.0,81.0,3.0,True,0,0,1.0,0
Suf Podgoreanu,il ISR,FW,Spezia,it Serie A,19.0,2002.0,5,1,113,1.3,0.0,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,3.08,1.54,10.0,2021-22,0.0,0.592,0.0,0.0,0.0,2002.0,2021,540827.0,600000.0,2021-12-28,0.6,23.066666666666663,2.33,37524,30,2.42,1.8,0.0776666666666666,0.0,0,0.3011406033471911,0,Other,0.75,0.8,ATT,1.25,2021,0.92,0.0,0.77,0.0,22.6,0.2,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Paul Pogba,fr FRA,MFFW,Manchester Utd,eng Premier League,28.0,1993.0,20,16,1349,15.0,0.07,0.6,0.67,0.07,0.0,0.0,0.47,0.07,0.17,0.17,0.23,0.41,2.27,7.8,4.13,2021-22,0.005,0.04,0.011,0.015,0.011,1993.0,2021,122153.0,55000000.0,2021-12-23,55.0,26.22222222222222,4.66,37486,27,4.01,2.98,0.1725925925925926,1.5021459227467813,0,3.598676839353358,0,Other,0.75,1.0,MID,1.05,2021,0.92,0.411764705882353,2.6086956521739126,-0.1,67.45,0.8,0.026,76.0,79.0,0.0,False,0,0,1.0,0
Joel Pohjanpalo,fi FIN,FW,Leverkusen,de Bundesliga,26.0,1994.0,2,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1994.0,2021,173491.0,2300000.0,2021-10-12,2.3,23.96551724137931,4.72,33599,29,4.74,3.58,0.1627586206896551,0.0,0,0.0357153486710914,0,Other,0.75,1.0,ATT,1.25,2021,0.92,0.0,0.0,0.0,6.0,0.0,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Matteo Politano,it ITA,FW,Napoli,it Serie A,27.0,1993.0,33,20,1650,18.3,0.16,0.22,0.38,0.16,0.0,0.0,0.16,0.0,0.14,0.14,0.17,0.31,4.15,3.5,10.4,2021-22,0.009,0.012,0.008,0.009,0.008,1993.0,2021,165895.0,27000000.0,2021-12-28,27.0,26.541666666666668,3.62,32915,24,2.95,2.08,0.1508333333333333,4.41988950276243,0,5.0129120461795535,0,Other,0.75,1.0,ATT,1.25,2021,0.92,1.1428571428571428,1.2941176470588234,0.0199999999999999,50.0,0.6060606060606061,0.017,76.0,79.0,0.0,False,0,0,1.0,0
Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26.0,1994.0,6,4,436,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1994.0,2021,228975.0,800000.0,2021-12-16,0.8,24.925925925925927,3.48,33825,27,5.9,3.29,0.1288888888888889,0.0,0,1.2889874353288988,0,Other,0.75,1.0,GK,0.75,2021,0.92,0.0,0.0,0.0,72.66666666666667,0.6666666666666666,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Sebastian Polter,de GER,FW,Bochum,de Bundesliga,30.0,1991.0,33,27,2341,26.0,0.38,0.04,0.42,0.35,0.04,0.08,0.08,0.0,0.33,0.28,0.09,0.37,0.62,1.88,4.27,2021-22,0.015,0.002,0.013,0.003,0.011,1991.0,2021,60957.0,1500000.0,2021-12-22,1.5,27.346153846153847,3.92,33395,26,4.33,1.87,0.1507692307692307,9.693877551020408,0,7.010031441832609,0,Other,0.75,0.88,ATT,1.25,2021,0.92,1.1515151515151514,0.4444444444444445,0.0499999999999999,70.93939393939394,0.8181818181818182,0.016,76.0,79.0,0.0,False,0,0,1.0,0
Ezequiel Ponce,ar ARG,FW,Elche,es La Liga,24.0,1997.0,13,5,667,7.4,0.14,0.0,0.14,0.14,0.0,0.0,0.14,0.14,0.34,0.34,0.04,0.38,0.81,1.35,5.27,2021-22,0.019,0.0,0.046,0.005,0.046,1997.0,2021,296783.0,7000000.0,2021-12-29,7.0,28.666666666666668,2.86,37324,27,2.66,1.91,0.1059259259259259,4.895104895104896,0,1.7870539063337263,0,Other,0.75,1.0,ATT,1.25,2021,0.92,0.411764705882353,0.0,-0.2,51.30769230769231,0.3846153846153846,0.051,76.0,79.0,0.0,False,0,0,1.0,0
Marin Pongračić,hr CRO,DF,Dortmund,de Bundesliga,23.0,1997.0,17,9,827,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.76,3.37,0.0,2021-22,0.0,0.0,0.0,0.0,0.0,1997.0,2021,282144.0,7500000.0,2021-12-22,7.5,25.0,6.97,32938,28,4.5,2.53,0.2489285714285714,0.0,0,2.510777825004554,0,Other,0.75,1.0,DEF,0.9,2021,0.92,0.0,0.0,0.0,48.64705882352941,0.5294117647058824,0.0,76.0,79.0,0.0,False,0,0,1.0,0
Pere Pons,es ESP,MF,Alavés,es La Liga,28.0,1993.0,27,17,1366,15.2,0.07,0.0,0.07,0.07,0.0,0.0,0.13,0.0,0.1,0.1,0.04,0.14,1.32,2.43,3.29,2021-22,0.005,0.0,0.007,0.003,0.007,1993.0,2021,242497.0,2500000.0,2021-12-30,2.5,25.59259259259259,1.32,35253,27,2.13,1.84,0.0488888888888888,5.303030303030303,0,3.874847530706607,0,Other,0.75,1.0,MID,1.05,2021,0.92,0.7000000000000001,0.0,-0.03,50.5925925925926,0.6296296296296297,0.01,75.0,75.0,0.0,True,0,0,1.0,0
